               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  63,            0.068002,            0.024954,            0.068494,          0.00027909,             0.19965,          0.00036404,           5.955e-05,             0.07737,           0.0098218,            0.068974,            0.043298,           0.0062976,           0.0062976
                  64,            0.066565,            0.023301,            0.068614,          1.6669e-05,            0.019259,          1.0742e-05,          2.8514e-06,            0.092249,           0.0091187,            0.068974,            0.042397,           0.0063974,           0.0063974
                  65,            0.066187,            0.025368,            0.068561,          0.00025214,             0.17521,           0.0002837,          5.0233e-05,            0.076418,           0.0099829,            0.068974,            0.041497,           0.0064973,           0.0064973
                  66,            0.064954,            0.023568,            0.068517,          1.6576e-05,            0.019259,          1.0664e-05,          3.3259e-06,            0.091088,           0.0092651,            0.068974,            0.040597,           0.0065972,           0.0065972
                  67,            0.065528,            0.024116,             0.06835,           0.0002219,             0.15286,          0.00023178,               4e-05,            0.077753,            0.010005,            0.068939,            0.039697,           0.0066971,           0.0066971
                  68,            0.065347,            0.023764,            0.068295,             2.3e-05,            0.022963,          1.6056e-05,          4.1138e-06,            0.090992,           0.0093823,            0.068974,            0.038797,           0.0067969,           0.0067969
                  69,            0.065468,            0.024902,            0.068604,          0.00034125,             0.21818,          0.00044019,          7.7496e-05,            0.076352,            0.010137,            0.069008,            0.037897,           0.0068968,           0.0068968
                  70,            0.064741,            0.024569,            0.068531,          3.8266e-05,            0.031242,          2.4811e-05,          5.3202e-06,            0.090417,           0.0094922,            0.068974,            0.036997,           0.0069966,           0.0069966
                  71,            0.064502,            0.024736,            0.068438,          0.00020632,             0.14968,          0.00027374,          4.2128e-05,            0.078707,            0.010144,            0.068974,            0.036097,           0.0070965,           0.0070965
                  72,              0.0643,            0.024426,            0.068594,           5.489e-05,            0.049978,          5.1618e-05,          8.7006e-06,            0.088092,           0.0097046,            0.068974,            0.035196,           0.0071964,           0.0071964
                  73,            0.061822,            0.025532,            0.068406,          0.00032271,             0.18537,           0.0004318,          6.8947e-05,            0.077126,            0.010356,            0.068905,            0.034296,           0.0072962,           0.0072962
                  74,            0.062049,            0.024311,            0.068579,          6.9587e-05,            0.059402,           6.355e-05,          1.1309e-05,             0.08737,           0.0098877,            0.068905,            0.033396,            0.007396,            0.007396
                  75,            0.062655,            0.024516,            0.068514,          0.00030841,             0.19033,          0.00044386,          8.0761e-05,            0.074895,            0.010605,            0.069008,            0.032496,           0.0074959,           0.0074959
                  76,            0.062818,            0.023702,            0.068092,          6.5434e-05,            0.055045,          6.0609e-05,          9.2338e-06,            0.086129,            0.010107,            0.068974,            0.031596,           0.0075957,           0.0075957
                  77,             0.06057,            0.024632,            0.068716,          0.00034763,             0.21839,          0.00056237,          9.8817e-05,            0.073977,            0.010737,            0.068939,            0.030696,           0.0076955,           0.0076955
                  78,            0.059823,            0.025434,            0.068332,          0.00021198,             0.13423,          0.00019419,          3.1544e-05,            0.081792,            0.010452,            0.068974,            0.029795,           0.0077954,           0.0077954
                  79,             0.05911,            0.026266,            0.068678,          0.00038387,             0.24437,           0.0006602,          0.00012043,            0.071687,            0.011008,            0.068974,            0.028895,           0.0078952,           0.0078952
                  80,            0.061738,             0.02455,            0.068702,          0.00021181,             0.15074,          0.00027102,          4.0609e-05,            0.079803,            0.010708,            0.068974,            0.027995,            0.007995,            0.007995
                  81,            0.059841,            0.025537,            0.067925,          0.00038945,             0.23993,          0.00062512,          0.00012928,            0.070723,            0.011228,            0.069008,            0.027095,           0.0080948,           0.0080948
                  82,            0.061031,            0.025543,            0.068206,          0.00018741,             0.13924,            0.000271,           4.758e-05,            0.077226,            0.010972,            0.069008,            0.026195,           0.0081946,           0.0081946
                  83,            0.059458,            0.024117,             0.06813,          0.00044722,             0.24808,           0.0006749,          0.00013634,              0.0709,            0.011367,            0.069008,            0.025294,           0.0082944,           0.0082944
                  84,            0.057763,            0.024982,            0.067936,          0.00026966,             0.18211,          0.00050467,          9.8833e-05,            0.071769,            0.011345,            0.068974,            0.024394,           0.0083942,           0.0083942
                  85,            0.057484,            0.025723,            0.068248,          0.00061292,             0.30921,           0.0010227,           0.0002174,            0.067436,            0.011653,            0.069008,            0.023494,            0.008494,            0.008494
                  86,            0.058034,            0.024892,            0.068102,          0.00022394,              0.1674,          0.00038888,          7.5313e-05,            0.074213,            0.011367,            0.068974,            0.022594,           0.0085938,           0.0085938
                  87,            0.057878,            0.025212,            0.068193,          0.00053113,             0.28702,          0.00096415,          0.00020408,            0.067572,            0.011763,            0.069008,            0.021694,           0.0086936,           0.0086936
                  88,            0.059154,            0.024254,            0.067327,          0.00038872,             0.22931,          0.00071117,          0.00014617,            0.070266,            0.011646,            0.069008,            0.020793,           0.0087933,           0.0087933
                  89,            0.056672,             0.02411,            0.067798,          0.00051383,             0.28836,           0.0010012,          0.00023349,            0.065874,            0.011975,            0.069008,            0.019893,           0.0088931,           0.0088931
                  90,            0.056605,            0.024982,            0.067853,          0.00048943,             0.27376,          0.00091666,          0.00020164,            0.067916,            0.011865,            0.069042,            0.018993,           0.0089929,           0.0089929
                  91,            0.056809,             0.02488,            0.067633,          0.00066535,             0.30999,          0.00091095,          0.00021647,            0.066167,             0.01218,            0.069008,            0.018093,           0.0090926,           0.0090926
                  92,            0.056258,            0.024051,            0.067375,          0.00057064,             0.31122,           0.0010211,          0.00024416,             0.06615,            0.012078,            0.069008,            0.017192,           0.0091924,           0.0091924
                  93,             0.05715,            0.023146,            0.068273,           0.0005895,             0.28745,          0.00070922,          0.00015939,            0.067115,            0.012415,            0.069042,            0.016292,           0.0092921,           0.0092921
                  94,             0.05472,            0.024662,            0.067843,          0.00060154,             0.29697,          0.00083019,          0.00020918,             0.06534,            0.012532,            0.069008,            0.015392,           0.0093919,           0.0093919
                  95,            0.055766,            0.023684,             0.06765,          0.00050505,             0.26614,          0.00069302,          0.00017018,            0.066199,            0.012583,            0.069008,            0.014492,           0.0094916,           0.0094916
                  96,            0.055666,             0.02438,            0.067747,          0.00070223,             0.32455,            0.001021,          0.00029895,            0.062284,            0.012708,            0.069008,            0.013591,           0.0095914,           0.0095914
                  97,            0.054801,            0.024999,            0.067302,          0.00048778,             0.25587,          0.00067282,          0.00014662,            0.066953,            0.012715,            0.069008,            0.012691,           0.0096911,           0.0096911
                  98,            0.056246,            0.025693,            0.067849,          0.00065165,             0.31153,          0.00094791,           0.0002757,            0.062377,            0.012803,            0.069008,            0.011791,           0.0097908,           0.0097908
                  99,            0.053454,            0.024054,            0.066961,          0.00068141,             0.31566,          0.00090195,           0.0002335,            0.064996,               0.013,            0.069008,            0.010891,           0.0098905,           0.0098905
                 100,            0.056859,            0.023688,            0.067079,           0.0008927,             0.35566,           0.0011225,          0.00033012,            0.061581,            0.013066,            0.069008,           0.0099902,           0.0099902,           0.0099902
                 101,            0.053351,            0.023917,            0.066951,           0.0010287,             0.39153,           0.0012349,          0.00034929,            0.062505,            0.013213,            0.068974,           0.0099902,           0.0099902,           0.0099902
                 102,            0.051402,            0.024456,            0.066905,           0.0012791,             0.42709,           0.0015785,           0.0005045,            0.059128,            0.013015,            0.069008,             0.00999,             0.00999,             0.00999
                 103,            0.055065,            0.023416,            0.066641,           0.0013078,             0.44455,           0.0015787,          0.00049843,            0.060074,            0.013279,            0.068939,           0.0099898,           0.0099898,           0.0099898
                 104,            0.052653,            0.023674,            0.066414,           0.0014706,              0.4982,           0.0022257,          0.00078118,            0.057065,            0.013506,            0.068871,           0.0099896,           0.0099896,           0.0099896
                 105,            0.051927,            0.023329,            0.066922,           0.0014968,             0.50603,           0.0020009,           0.0005885,            0.060493,             0.01344,            0.068871,           0.0099894,           0.0099894,           0.0099894
                 106,            0.053708,            0.023056,            0.066227,           0.0017299,             0.54552,           0.0093681,           0.0033644,            0.057411,            0.013228,            0.068836,           0.0099892,           0.0099892,           0.0099892
                 107,             0.05181,            0.022736,            0.066801,           0.0015905,              0.5277,           0.0023564,          0.00068448,             0.06056,            0.013477,            0.068836,            0.009989,            0.009989,            0.009989
                 108,            0.054853,            0.022897,            0.067041,           0.0016445,             0.54598,           0.0096311,            0.003213,            0.057125,            0.013623,            0.068836,           0.0099888,           0.0099888,           0.0099888
                 109,             0.05094,            0.023312,            0.066802,           0.0017263,             0.55751,            0.014853,           0.0041079,            0.058891,            0.013564,            0.068768,           0.0099886,           0.0099886,           0.0099886
                 110,            0.053576,            0.022718,            0.066419,           0.0018373,             0.58876,            0.026716,           0.0082417,            0.054766,             0.01377,            0.068733,           0.0099884,           0.0099884,           0.0099884
                 111,            0.051736,            0.022592,            0.066556,           0.0017908,             0.58385,            0.029679,           0.0080647,            0.056255,            0.014011,            0.068733,           0.0099882,           0.0099882,           0.0099882
                 112,            0.050712,            0.022772,            0.066062,           0.0017856,              0.5807,            0.028658,           0.0084513,            0.055806,            0.013755,            0.068665,            0.009988,            0.009988,            0.009988
                 113,            0.051303,            0.022498,            0.065093,           0.0018099,             0.58487,            0.026563,           0.0074841,            0.055769,            0.013975,             0.06863,           0.0099877,           0.0099877,           0.0099877
                 114,            0.049208,            0.022832,            0.066644,           0.0018557,             0.59672,            0.034409,           0.0098363,            0.057563,             0.01377,            0.068459,           0.0099875,           0.0099875,           0.0099875
                 115,            0.052125,            0.022087,            0.065165,           0.0018717,             0.60116,            0.024978,           0.0057672,            0.056054,            0.014385,            0.068253,           0.0099873,           0.0099873,           0.0099873
                 116,            0.049928,            0.022643,             0.06501,           0.0018768,             0.60598,            0.040693,            0.010494,            0.055122,            0.014685,            0.068184,           0.0099871,           0.0099871,           0.0099871
                 117,            0.052722,            0.021375,            0.066132,           0.0014909,             0.51175,           0.0057542,           0.0013583,            0.058007,            0.015088,            0.068081,           0.0099869,           0.0099869,           0.0099869
                 118,            0.050055,            0.022006,            0.065455,           0.0019564,             0.61292,            0.049226,             0.01246,            0.056855,            0.014114,            0.068115,           0.0099866,           0.0099866,           0.0099866
                 119,            0.051424,             0.02158,             0.06525,           0.0020023,              0.6257,            0.024016,           0.0052279,            0.055051,            0.014524,            0.068081,           0.0099864,           0.0099864,           0.0099864
                 120,            0.049269,            0.021488,            0.065474,           0.0022853,             0.67968,            0.031325,           0.0078532,            0.057578,             0.01396,            0.067978,           0.0099862,           0.0099862,           0.0099862
                 121,            0.050497,            0.021773,            0.064673,           0.0024958,              0.7313,            0.035164,            0.010938,             0.05413,            0.014729,            0.067841,           0.0099859,           0.0099859,           0.0099859
                 122,            0.049285,            0.021901,            0.065658,           0.0026549,             0.76213,            0.039194,            0.012133,            0.053662,            0.014604,            0.067703,           0.0099857,           0.0099857,           0.0099857
                 123,             0.04977,            0.021343,            0.064978,           0.0025966,             0.74562,            0.033597,            0.011112,            0.054456,            0.014524,              0.0676,           0.0099855,           0.0099855,           0.0099855
                 124,            0.049047,            0.021692,            0.065333,           0.0025838,             0.73811,            0.019244,           0.0045002,            0.055005,            0.014758,            0.067532,           0.0099852,           0.0099852,           0.0099852
                 125,            0.051932,            0.020528,            0.065061,             0.94012,            0.022222,           0.0087386,            0.002225,            0.055782,            0.015264,            0.067291,            0.009985,            0.009985,            0.009985
                 126,            0.048238,            0.021346,            0.065534,             0.94505,            0.013333,            0.015255,           0.0035986,            0.055243,            0.014722,            0.067257,           0.0099847,           0.0099847,           0.0099847
                 127,            0.048884,            0.021179,            0.065049,             0.94552,           0.0088889,            0.026045,            0.007626,             0.05396,            0.015161,            0.066879,           0.0099845,           0.0099845,           0.0099845
                 128,            0.048471,            0.021409,            0.065357,             0.95075,           0.0088889,            0.033435,            0.010382,             0.05224,            0.014941,            0.067154,           0.0099842,           0.0099842,           0.0099842
                 129,            0.049203,            0.020676,            0.064566,           0.0025921,             0.74039,           0.0074881,           0.0024701,            0.055815,            0.015381,            0.066673,            0.009984,            0.009984,            0.009984
                 130,            0.047955,            0.021416,            0.065163,              0.9508,            0.013333,            0.034506,           0.0075485,            0.054102,            0.015205,            0.066948,           0.0099837,           0.0099837,           0.0099837
                 131,            0.051221,            0.020745,            0.064075,               0.963,           0.0088889,            0.027111,           0.0080484,            0.053958,            0.015103,            0.066467,           0.0099835,           0.0099835,           0.0099835
                 132,            0.047156,            0.021413,            0.064543,             0.95457,            0.048889,               0.043,            0.014786,            0.050882,            0.014458,            0.066296,           0.0099832,           0.0099832,           0.0099832
                 133,             0.04876,            0.020562,            0.064833,             0.94664,            0.035556,            0.053938,            0.017694,            0.051736,            0.013645,             0.06633,            0.009983,            0.009983,            0.009983
                 134,            0.050256,            0.021012,            0.063952,             0.96214,                0.04,            0.058616,            0.023351,            0.050787,            0.014275,            0.065849,           0.0099827,           0.0099827,           0.0099827
                 135,            0.049562,            0.020604,            0.064558,             0.94268,            0.044444,            0.055871,            0.018864,            0.052017,            0.013506,            0.065746,           0.0099825,           0.0099825,           0.0099825
                 136,            0.047345,            0.020747,            0.064814,              0.9772,            0.053333,            0.053673,            0.014678,            0.055794,            0.015278,            0.065575,           0.0099822,           0.0099822,           0.0099822
                 137,            0.048743,             0.01995,            0.064208,             0.93724,            0.026667,            0.041963,            0.013367,              0.0528,            0.014539,            0.065197,           0.0099819,           0.0099819,           0.0099819
                 138,             0.04777,            0.019685,            0.063946,             0.97192,            0.062222,            0.064217,            0.017085,            0.055391,            0.015454,              0.0653,           0.0099817,           0.0099817,           0.0099817
                 139,             0.04853,            0.020413,            0.064694,             0.94536,            0.022222,            0.025079,            0.007416,            0.054907,            0.016963,            0.065437,           0.0099814,           0.0099814,           0.0099814
                 140,            0.047826,            0.020441,             0.06393,             0.94655,            0.057778,             0.10349,            0.039252,            0.049218,            0.014128,            0.065369,           0.0099811,           0.0099811,           0.0099811
                 141,            0.047765,            0.020201,            0.063662,             0.93774,            0.022222,            0.088655,            0.034484,            0.050878,            0.014619,            0.065472,           0.0099809,           0.0099809,           0.0099809
                 142,            0.047734,            0.020273,            0.065024,             0.96369,            0.048889,            0.046652,             0.01233,            0.055552,            0.016084,            0.065884,           0.0099806,           0.0099806,           0.0099806
                 143,            0.047371,            0.019495,             0.06338,            0.013221,             0.14563,            0.015731,           0.0053578,            0.054773,            0.017534,            0.065849,           0.0099803,           0.0099803,           0.0099803
                 144,            0.047875,            0.019666,            0.065165,             0.94574,            0.053333,             0.10237,            0.037919,            0.052691,            0.015088,            0.065163,             0.00998,             0.00998,             0.00998
                 145,            0.046382,            0.020435,            0.063717,             0.80643,            0.042797,            0.095245,            0.037818,            0.049931,            0.014333,            0.064819,           0.0099798,           0.0099798,           0.0099798
                 146,            0.046369,            0.020113,            0.064165,             0.99185,            0.048889,             0.13918,            0.054135,            0.048859,               0.015,            0.064922,           0.0099795,           0.0099795,           0.0099795
                 147,            0.046743,            0.019629,            0.064425,             0.94567,            0.026667,             0.01612,           0.0038437,            0.057839,            0.017769,              0.0653,           0.0099792,           0.0099792,           0.0099792
                 148,            0.047984,            0.019338,            0.064065,             0.77964,            0.071111,              0.1296,            0.056968,            0.045915,            0.013652,            0.064476,           0.0099789,           0.0099789,           0.0099789
                 149,            0.046109,            0.018832,            0.065149,             0.89716,            0.055967,             0.11258,            0.036602,            0.049229,            0.013865,            0.064579,           0.0099786,           0.0099786,           0.0099786
                 150,            0.047321,            0.019277,            0.064097,             0.98198,            0.048889,             0.12593,            0.055875,            0.050259,             0.01418,            0.064819,           0.0099783,           0.0099783,           0.0099783
                 151,            0.046702,            0.019803,             0.06505,             0.54587,             0.09447,            0.094861,            0.038289,            0.045715,            0.013601,            0.064373,            0.009978,            0.009978,            0.009978
                 152,            0.046468,            0.019063,             0.06382,              0.5649,             0.12263,             0.12669,             0.05415,            0.046416,            0.013074,            0.064442,           0.0099777,           0.0099777,           0.0099777
