               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 129,            0.049617,            0.020658,            0.064561,           0.0032159,             0.76709,            0.067558,            0.016734,            0.056205,            0.013865,            0.068424,            0.009984,            0.009984,            0.009984
                 130,            0.048555,            0.021239,             0.06487,           0.0035876,             0.85907,            0.090287,            0.040295,            0.049151,            0.014407,            0.068356,           0.0099837,           0.0099837,           0.0099837
                 131,            0.051387,            0.020545,            0.063842,           0.0034898,             0.84556,            0.099614,              0.0339,            0.052579,            0.014246,            0.068081,           0.0099835,           0.0099835,           0.0099835
                 132,            0.047722,            0.021322,            0.064516,           0.0034538,             0.84185,             0.10973,            0.049538,             0.04925,            0.015132,            0.067841,           0.0099832,           0.0099832,           0.0099832
                 133,            0.050525,            0.020329,            0.064896,             0.20568,             0.24357,             0.11275,            0.047236,            0.050348,            0.014246,            0.067291,            0.009983,            0.009983,            0.009983
                 134,            0.049429,            0.020913,            0.063666,             0.70123,            0.072113,             0.12385,            0.044782,            0.052408,            0.014897,            0.066605,           0.0099827,           0.0099827,           0.0099827
                 135,            0.051027,            0.020519,            0.064406,             0.63159,            0.077822,             0.11377,            0.044543,            0.051046,            0.013784,            0.066811,           0.0099825,           0.0099825,           0.0099825
                 136,            0.048934,            0.020742,            0.064419,             0.86328,            0.070772,             0.11979,            0.046585,            0.049556,            0.015015,            0.066227,           0.0099822,           0.0099822,           0.0099822
                 137,            0.049425,            0.020394,            0.063688,             0.62339,            0.059913,             0.11129,            0.045233,            0.050835,            0.014055,            0.066811,           0.0099819,           0.0099819,           0.0099819
                 138,            0.047081,             0.01999,            0.063655,              0.6259,            0.082498,             0.13888,            0.056182,            0.049697,            0.015586,             0.06609,           0.0099817,           0.0099817,           0.0099817
                 139,            0.048731,            0.020416,            0.064483,             0.60937,            0.073753,             0.12251,            0.043559,            0.051421,            0.015059,            0.066124,           0.0099814,           0.0099814,           0.0099814
                 140,            0.049951,             0.02021,            0.063746,              0.6041,            0.097002,             0.11551,            0.046427,            0.050385,            0.015864,            0.066021,           0.0099811,           0.0099811,           0.0099811
                 141,            0.048811,            0.020525,            0.063575,             0.63195,             0.14479,             0.13298,            0.053774,            0.048889,            0.014993,            0.065678,           0.0099809,           0.0099809,           0.0099809
                 142,            0.049626,            0.019868,            0.065047,             0.61852,             0.16566,             0.12155,            0.041214,            0.051607,            0.015322,             0.06554,           0.0099806,           0.0099806,           0.0099806
                 143,            0.046871,            0.020031,            0.063259,             0.48867,             0.18507,             0.12348,            0.044845,            0.051235,            0.014626,             0.06609,           0.0099803,           0.0099803,           0.0099803
                 144,            0.049273,            0.019651,            0.064979,             0.40456,             0.19777,             0.11084,             0.04867,            0.049457,            0.015996,            0.066055,             0.00998,             0.00998,             0.00998
                 145,            0.046941,            0.020568,             0.06352,             0.47654,             0.17952,             0.12523,            0.045562,            0.048992,             0.01582,             0.06609,           0.0099798,           0.0099798,           0.0099798
                 146,            0.048128,             0.02008,            0.063945,             0.47813,             0.20652,             0.12805,            0.051478,            0.048793,            0.016128,             0.06554,           0.0099795,           0.0099795,           0.0099795
                 147,            0.048654,            0.019632,            0.064531,             0.40594,             0.18227,             0.11497,            0.037685,            0.050454,            0.015483,            0.066055,           0.0099792,           0.0099792,           0.0099792
                 148,            0.048563,            0.019457,            0.063514,             0.48157,             0.20397,             0.15257,            0.065407,            0.046453,            0.015952,            0.065094,           0.0099789,           0.0099789,           0.0099789
                 149,            0.047296,            0.019222,            0.065089,             0.46911,             0.21453,             0.11988,            0.041297,            0.049728,            0.015176,              0.0653,           0.0099786,           0.0099786,           0.0099786
                 150,            0.047253,             0.01922,             0.06394,             0.47668,             0.21232,             0.16375,            0.074914,            0.046716,            0.015352,            0.064854,           0.0099783,           0.0099783,           0.0099783
                 151,            0.048417,            0.019872,             0.06499,             0.47851,             0.25064,             0.13901,            0.051907,            0.048148,            0.013953,            0.065712,            0.009978,            0.009978,            0.009978
                 152,            0.046268,            0.019187,             0.06373,             0.41429,              0.2533,             0.14694,            0.066019,            0.045031,            0.014751,            0.065163,           0.0099777,           0.0099777,           0.0099777
